condition,batch,trial,steps
regular,48,47,150
regular,48,48,150
regular,48,49,150
regular,48,50,150
regular,48,51,150
regular,48,52,150
regular,48,53,150
regular,48,54,150
regular,48,55,150
regular,48,56,150
regular,48,57,150
regular,48,58,150
regular,48,59,150
regular,48,60,150
regular,48,61,150
regular,48,62,150
regular,48,63,150
regular,48,64,150
regular,48,65,150
regular,48,66,150
regular,48,67,150
regular,48,68,150
regular,48,69,150
regular,48,70,150
regular,48,71,150
regular,48,72,150
regular,48,73,150
regular,48,74,150
regular,48,75,150
regular,48,76,150
regular,48,77,150
regular,48,78,150
regular,48,79,150
regular,48,80,150
regular,48,81,150
regular,48,82,150
regular,48,83,150
regular,48,84,150
regular,48,85,150
regular,48,86,150
regular,48,87,150
regular,48,88,150
regular,48,89,150
regular,48,90,150
regular,48,91,150
regular,48,92,150
regular,48,93,150
regular,48,94,150
regular,48,95,150
regular,48,96,150
regular,48,97,150
regular,48,98,150
regular,48,99,150
regular,48,100,150
regular,48,101,150
regular,48,102,150
regular,48,103,150
regular,48,104,150
regular,48,105,150
regular,48,106,150
regular,48,107,150
regular,48,108,150
regular,48,109,150
regular,48,110,150
regular,48,111,150
regular,48,112,150
regular,48,113,150
regular,48,114,150
regular,48,115,150
regular,48,116,150
regular,48,117,150
regular,48,118,150
regular,48,119,150
regular,48,120,150
regular,48,121,150
regular,48,122,150
regular,48,123,150
regular,48,124,150
regular,48,125,150
regular,48,126,150
regular,48,127,150
regular,48,128,150
regular,48,129,150
regular,48,130,150
regular,48,131,150
regular,48,132,150
regular,48,133,150
regular,48,134,150
regular,48,135,150
regular,48,136,150
regular,48,137,150
regular,48,138,150
regular,48,139,150
regular,48,140,150
regular,48,141,150
regular,48,142,150
regular,48,143,150
regular,48,144,150
regular,48,145,150
regular,48,146,150
regular,48,147,150
regular,48,148,150
regular,48,149,150
regular,48,150,150
regular,49,1,97
regular,49,2,150
regular,49,3,150
regular,49,4,150
regular,49,5,150
regular,49,6,150
regular,49,7,150
regular,49,8,150
regular,49,9,150
regular,49,10,150
regular,49,11,150
regular,49,12,150
regular,49,13,150
regular,49,14,150
regular,49,15,150
regular,49,16,150
regular,49,17,150
regular,49,18,150
regular,49,19,150
regular,49,20,150
regular,49,21,150
regular,49,22,150
regular,49,23,150
regular,49,24,150
regular,49,25,150
regular,49,26,150
regular,49,27,150
regular,49,28,150
regular,49,29,150
regular,49,30,150
regular,49,31,150
regular,49,32,150
regular,49,33,150
regular,49,34,150
regular,49,35,25
regular,49,36,150
regular,49,37,150
regular,49,38,150
regular,49,39,150
regular,49,40,150
regular,49,41,150
regular,49,42,150
regular,49,43,150
regular,49,44,150
regular,49,45,150
regular,49,46,150
regular,49,47,150
regular,49,48,150
regular,49,49,150
regular,49,50,150
regular,49,51,150
regular,49,52,150
regular,49,53,150
regular,49,54,150
regular,49,55,150
regular,49,56,150
regular,49,57,150
regular,49,58,150
regular,49,59,150
regular,49,60,150
regular,49,61,150
regular,49,62,150
regular,49,63,150
regular,49,64,150
regular,49,65,150
regular,49,66,150
regular,49,67,58
regular,49,68,150
regular,49,69,150
regular,49,70,150
regular,49,71,150
regular,49,72,150
regular,49,73,150
regular,49,74,150
regular,49,75,150
regular,49,76,150
regular,49,77,150
regular,49,78,150
regular,49,79,150
regular,49,80,150
regular,49,81,150
regular,49,82,150
regular,49,83,150
regular,49,84,150
regular,49,85,150
regular,49,86,150
regular,49,87,150
regular,49,88,150
regular,49,89,150
regular,49,90,150
regular,49,91,150
regular,49,92,150
regular,49,93,150
regular,49,94,150
regular,49,95,150
regular,49,96,150
regular,49,97,150
regular,49,98,150
regular,49,99,150
regular,49,100,150
regular,49,101,150
regular,49,102,150
regular,49,103,150
regular,49,104,150
regular,49,105,150
regular,49,106,150
regular,49,107,150
regular,49,108,150
regular,49,109,150
regular,49,110,150
regular,49,111,150
regular,49,112,150
regular,49,113,150
regular,49,114,150
regular,49,115,150
regular,49,116,150
regular,49,117,150
regular,49,118,150
regular,49,119,150
regular,49,120,150
regular,49,121,150
regular,49,122,150
regular,49,123,150
regular,49,124,150
regular,49,125,56
regular,49,126,150
regular,49,127,150
regular,49,128,150
regular,49,129,150
regular,49,130,150
regular,49,131,150
regular,49,132,150
regular,49,133,150
regular,49,134,150
regular,49,135,150
regular,49,136,150
regular,49,137,150
regular,49,138,150
regular,49,139,93
regular,49,140,150
regular,49,141,150
regular,49,142,150
regular,49,143,150
regular,49,144,150
regular,49,145,150
regular,49,146,150
regular,49,147,150
regular,49,148,150
regular,49,149,150
regular,49,150,150
punishment_1.0,0,1,150
punishment_1.0,0,2,150
punishment_1.0,0,3,150
punishment_1.0,0,4,150
punishment_1.0,0,5,133
punishment_1.0,0,6,150
punishment_1.0,0,7,150
punishment_1.0,0,8,150
punishment_1.0,0,9,124
punishment_1.0,0,10,150
punishment_1.0,0,11,150
punishment_1.0,0,12,118
punishment_1.0,0,13,150
punishment_1.0,0,14,150
punishment_1.0,0,15,150
punishment_1.0,0,16,43
punishment_1.0,0,17,126
punishment_1.0,0,18,150
punishment_1.0,0,19,150
punishment_1.0,0,20,150
punishment_1.0,0,21,104
punishment_1.0,0,22,63
punishment_1.0,0,23,150
punishment_1.0,0,24,150
punishment_1.0,0,25,69
punishment_1.0,0,26,23
punishment_1.0,0,27,29
punishment_1.0,0,28,57
punishment_1.0,0,29,150
punishment_1.0,0,30,150
punishment_1.0,0,31,111
punishment_1.0,0,32,150
punishment_1.0,0,33,150
punishment_1.0,0,34,53
punishment_1.0,0,35,150
punishment_1.0,0,36,78
punishment_1.0,0,37,94
punishment_1.0,0,38,27
punishment_1.0,0,39,127
punishment_1.0,0,40,21
punishment_1.0,0,41,61
punishment_1.0,0,42,54
punishment_1.0,0,43,150
punishment_1.0,0,44,58
punishment_1.0,0,45,36
punishment_1.0,0,46,90
punishment_1.0,0,47,45
punishment_1.0,0,48,84
punishment_1.0,0,49,150
punishment_1.0,0,50,150
punishment_1.0,0,51,74
punishment_1.0,0,52,150
punishment_1.0,0,53,150
punishment_1.0,0,54,60
punishment_1.0,0,55,125
punishment_1.0,0,56,150
punishment_1.0,0,57,150
punishment_1.0,0,58,150
punishment_1.0,0,59,150
punishment_1.0,0,60,128
punishment_1.0,0,61,150
punishment_1.0,0,62,33
punishment_1.0,0,63,47
punishment_1.0,0,64,79
punishment_1.0,0,65,150
punishment_1.0,0,66,63
punishment_1.0,0,67,150
punishment_1.0,0,68,22
punishment_1.0,0,69,41
punishment_1.0,0,70,150
punishment_1.0,0,71,108
punishment_1.0,0,72,136
punishment_1.0,0,73,90
punishment_1.0,0,74,150
punishment_1.0,0,75,150
punishment_1.0,0,76,63
punishment_1.0,0,77,144
punishment_1.0,0,78,24
punishment_1.0,0,79,80
punishment_1.0,0,80,150
punishment_1.0,0,81,150
punishment_1.0,0,82,94
punishment_1.0,0,83,125
punishment_1.0,0,84,15
punishment_1.0,0,85,51
punishment_1.0,0,86,116
punishment_1.0,0,87,150
punishment_1.0,0,88,25
punishment_1.0,0,89,23
punishment_1.0,0,90,150
punishment_1.0,0,91,115
punishment_1.0,0,92,34
punishment_1.0,0,93,150
punishment_1.0,0,94,66
punishment_1.0,0,95,124
punishment_1.0,0,96,150
punishment_1.0,0,97,150
punishment_1.0,0,98,107
punishment_1.0,0,99,67
punishment_1.0,0,100,129
punishment_1.0,0,101,130
punishment_1.0,0,102,97
punishment_1.0,0,103,35
punishment_1.0,0,104,138
punishment_1.0,0,105,150
punishment_1.0,0,106,150
punishment_1.0,0,107,150
punishment_1.0,0,108,150
punishment_1.0,0,109,55
punishment_1.0,0,110,139
punishment_1.0,0,111,98
punishment_1.0,0,112,101
punishment_1.0,0,113,150
punishment_1.0,0,114,54
punishment_1.0,0,115,150
punishment_1.0,0,116,126
punishment_1.0,0,117,34
punishment_1.0,0,118,150
punishment_1.0,0,119,150
punishment_1.0,0,120,150
punishment_1.0,0,121,47
punishment_1.0,0,122,99
punishment_1.0,0,123,150
punishment_1.0,0,124,150
punishment_1.0,0,125,57
punishment_1.0,0,126,51
punishment_1.0,0,127,150
punishment_1.0,0,128,107
punishment_1.0,0,129,150
punishment_1.0,0,130,92
punishment_1.0,0,131,66
punishment_1.0,0,132,113
punishment_1.0,0,133,91
punishment_1.0,0,134,52
punishment_1.0,0,135,118
punishment_1.0,0,136,150
punishment_1.0,0,137,150
punishment_1.0,0,138,136
punishment_1.0,0,139,102
punishment_1.0,0,140,150
punishment_1.0,0,141,135
punishment_1.0,0,142,91
punishment_1.0,0,143,41
punishment_1.0,0,144,60
punishment_1.0,0,145,150
punishment_1.0,0,146,136
punishment_1.0,0,147,146
punishment_1.0,0,148,150
punishment_1.0,0,149,35
punishment_1.0,0,150,150
punishment_1.0,1,1,150
punishment_1.0,1,2,150
punishment_1.0,1,3,150
punishment_1.0,1,4,150
punishment_1.0,1,5,150
punishment_1.0,1,6,150
punishment_1.0,1,7,150
punishment_1.0,1,8,150
punishment_1.0,1,9,150
punishment_1.0,1,10,150
punishment_1.0,1,11,150
punishment_1.0,1,12,139
punishment_1.0,1,13,150
punishment_1.0,1,14,150
punishment_1.0,1,15,150
punishment_1.0,1,16,150
punishment_1.0,1,17,150
punishment_1.0,1,18,150
punishment_1.0,1,19,150
punishment_1.0,1,20,97
punishment_1.0,1,21,150
punishment_1.0,1,22,150
punishment_1.0,1,23,150
punishment_1.0,1,24,150
punishment_1.0,1,25,150
punishment_1.0,1,26,150
punishment_1.0,1,27,150
punishment_1.0,1,28,46
punishment_1.0,1,29,70
punishment_1.0,1,30,150
punishment_1.0,1,31,150
punishment_1.0,1,32,142
punishment_1.0,1,33,143
punishment_1.0,1,34,150
punishment_1.0,1,35,150
punishment_1.0,1,36,33
punishment_1.0,1,37,150
punishment_1.0,1,38,150
punishment_1.0,1,39,88
punishment_1.0,1,40,25
punishment_1.0,1,41,88
punishment_1.0,1,42,150
punishment_1.0,1,43,150
punishment_1.0,1,44,95
punishment_1.0,1,45,150
punishment_1.0,1,46,83
punishment_1.0,1,47,150
punishment_1.0,1,48,134
punishment_1.0,1,49,150
punishment_1.0,1,50,150
punishment_1.0,1,51,150
punishment_1.0,1,52,45
punishment_1.0,1,53,150
punishment_1.0,1,54,93
punishment_1.0,1,55,69
punishment_1.0,1,56,150
punishment_1.0,1,57,37
punishment_1.0,1,58,150
punishment_1.0,1,59,59
punishment_1.0,1,60,22
punishment_1.0,1,61,146
punishment_1.0,1,62,150
punishment_1.0,1,63,43
punishment_1.0,1,64,18
punishment_1.0,1,65,150
punishment_1.0,1,66,150
punishment_1.0,1,67,103
punishment_1.0,1,68,150
punishment_1.0,1,69,144
punishment_1.0,1,70,66
punishment_1.0,1,71,150
punishment_1.0,1,72,150
punishment_1.0,1,73,150
punishment_1.0,1,74,150
punishment_1.0,1,75,150
punishment_1.0,1,76,30
punishment_1.0,1,77,37
punishment_1.0,1,78,48
punishment_1.0,1,79,22
punishment_1.0,1,80,150
punishment_1.0,1,81,48
punishment_1.0,1,82,150
punishment_1.0,1,83,150
punishment_1.0,1,84,64
punishment_1.0,1,85,104
punishment_1.0,1,86,35
punishment_1.0,1,87,72
punishment_1.0,1,88,150
punishment_1.0,1,89,40
punishment_1.0,1,90,36
punishment_1.0,1,91,43
punishment_1.0,1,92,150
punishment_1.0,1,93,28
punishment_1.0,1,94,150
punishment_1.0,1,95,150
punishment_1.0,1,96,150
punishment_1.0,1,97,52
punishment_1.0,1,98,150
punishment_1.0,1,99,85
punishment_1.0,1,100,140
punishment_1.0,1,101,150
punishment_1.0,1,102,115
punishment_1.0,1,103,150
punishment_1.0,1,104,41
punishment_1.0,1,105,86
punishment_1.0,1,106,150
punishment_1.0,1,107,129
punishment_1.0,1,108,41
punishment_1.0,1,109,150
punishment_1.0,1,110,39
punishment_1.0,1,111,57
punishment_1.0,1,112,150
punishment_1.0,1,113,75
punishment_1.0,1,114,150
punishment_1.0,1,115,92
punishment_1.0,1,116,150
punishment_1.0,1,117,21
punishment_1.0,1,118,150
punishment_1.0,1,119,150
punishment_1.0,1,120,150
punishment_1.0,1,121,69
punishment_1.0,1,122,150
punishment_1.0,1,123,37
punishment_1.0,1,124,27
punishment_1.0,1,125,126
punishment_1.0,1,126,150
punishment_1.0,1,127,150
punishment_1.0,1,128,150
punishment_1.0,1,129,44
punishment_1.0,1,130,75
punishment_1.0,1,131,25
punishment_1.0,1,132,30
punishment_1.0,1,133,30
punishment_1.0,1,134,48
punishment_1.0,1,135,25
punishment_1.0,1,136,68
punishment_1.0,1,137,60
punishment_1.0,1,138,61
punishment_1.0,1,139,43
punishment_1.0,1,140,84
punishment_1.0,1,141,150
punishment_1.0,1,142,31
punishment_1.0,1,143,56
punishment_1.0,1,144,120
punishment_1.0,1,145,150
punishment_1.0,1,146,49
punishment_1.0,1,147,150
punishment_1.0,1,148,122
punishment_1.0,1,149,64
punishment_1.0,1,150,150
punishment_1.0,2,1,150
punishment_1.0,2,2,150
punishment_1.0,2,3,45
punishment_1.0,2,4,150
punishment_1.0,2,5,88
punishment_1.0,2,6,150
punishment_1.0,2,7,80
punishment_1.0,2,8,150
punishment_1.0,2,9,150
punishment_1.0,2,10,150
punishment_1.0,2,11,150
punishment_1.0,2,12,131
punishment_1.0,2,13,150
punishment_1.0,2,14,102
punishment_1.0,2,15,150
punishment_1.0,2,16,150
punishment_1.0,2,17,141
punishment_1.0,2,18,150
punishment_1.0,2,19,150
punishment_1.0,2,20,150
punishment_1.0,2,21,124
punishment_1.0,2,22,150
punishment_1.0,2,23,150
punishment_1.0,2,24,17
punishment_1.0,2,25,150
punishment_1.0,2,26,150
punishment_1.0,2,27,150
punishment_1.0,2,28,150
punishment_1.0,2,29,150
punishment_1.0,2,30,102
punishment_1.0,2,31,67
punishment_1.0,2,32,100
punishment_1.0,2,33,150
punishment_1.0,2,34,18
punishment_1.0,2,35,150
punishment_1.0,2,36,150
punishment_1.0,2,37,75
punishment_1.0,2,38,118
punishment_1.0,2,39,150
punishment_1.0,2,40,150
punishment_1.0,2,41,150
punishment_1.0,2,42,27
punishment_1.0,2,43,150
punishment_1.0,2,44,34
punishment_1.0,2,45,30
punishment_1.0,2,46,150
punishment_1.0,2,47,150
punishment_1.0,2,48,52
punishment_1.0,2,49,150
punishment_1.0,2,50,150
punishment_1.0,2,51,101
punishment_1.0,2,52,150
punishment_1.0,2,53,150
punishment_1.0,2,54,135
punishment_1.0,2,55,30
punishment_1.0,2,56,149
punishment_1.0,2,57,150
punishment_1.0,2,58,24
punishment_1.0,2,59,74
punishment_1.0,2,60,139
punishment_1.0,2,61,65
punishment_1.0,2,62,96
punishment_1.0,2,63,53
punishment_1.0,2,64,52
punishment_1.0,2,65,150
punishment_1.0,2,66,18
punishment_1.0,2,67,83
punishment_1.0,2,68,150
punishment_1.0,2,69,144
punishment_1.0,2,70,32
punishment_1.0,2,71,24
punishment_1.0,2,72,140
punishment_1.0,2,73,51
punishment_1.0,2,74,150
punishment_1.0,2,75,150
punishment_1.0,2,76,150
punishment_1.0,2,77,38
punishment_1.0,2,78,98
punishment_1.0,2,79,150
punishment_1.0,2,80,24
punishment_1.0,2,81,11
punishment_1.0,2,82,144
punishment_1.0,2,83,150
punishment_1.0,2,84,52
punishment_1.0,2,85,42
punishment_1.0,2,86,22
punishment_1.0,2,87,76
punishment_1.0,2,88,18
punishment_1.0,2,89,90
punishment_1.0,2,90,24
punishment_1.0,2,91,150
punishment_1.0,2,92,150
punishment_1.0,2,93,37
punishment_1.0,2,94,150
punishment_1.0,2,95,150
punishment_1.0,2,96,150
punishment_1.0,2,97,70
punishment_1.0,2,98,150
punishment_1.0,2,99,136
punishment_1.0,2,100,76
punishment_1.0,2,101,124
punishment_1.0,2,102,150
punishment_1.0,2,103,150
punishment_1.0,2,104,95
punishment_1.0,2,105,133
punishment_1.0,2,106,19
punishment_1.0,2,107,38
punishment_1.0,2,108,48
punishment_1.0,2,109,33
punishment_1.0,2,110,73
punishment_1.0,2,111,150
punishment_1.0,2,112,75
punishment_1.0,2,113,150
punishment_1.0,2,114,146
punishment_1.0,2,115,76
punishment_1.0,2,116,99
punishment_1.0,2,117,150
punishment_1.0,2,118,73
punishment_1.0,2,119,150
punishment_1.0,2,120,45
punishment_1.0,2,121,37
punishment_1.0,2,122,150
punishment_1.0,2,123,150
punishment_1.0,2,124,150
punishment_1.0,2,125,150
punishment_1.0,2,126,149
punishment_1.0,2,127,108
punishment_1.0,2,128,132
punishment_1.0,2,129,59
punishment_1.0,2,130,91
punishment_1.0,2,131,100
punishment_1.0,2,132,99
punishment_1.0,2,133,150
punishment_1.0,2,134,72
punishment_1.0,2,135,150
punishment_1.0,2,136,60
punishment_1.0,2,137,47
punishment_1.0,2,138,150
punishment_1.0,2,139,16
punishment_1.0,2,140,150
punishment_1.0,2,141,150
punishment_1.0,2,142,68
punishment_1.0,2,143,150
punishment_1.0,2,144,71
punishment_1.0,2,145,62
punishment_1.0,2,146,135
punishment_1.0,2,147,150
punishment_1.0,2,148,119
punishment_1.0,2,149,95
punishment_1.0,2,150,150
punishment_1.0,3,1,71
punishment_1.0,3,2,150
punishment_1.0,3,3,150
punishment_1.0,3,4,150
punishment_1.0,3,5,140
punishment_1.0,3,6,150
punishment_1.0,3,7,150
punishment_1.0,3,8,98
punishment_1.0,3,9,150
punishment_1.0,3,10,150
punishment_1.0,3,11,139
punishment_1.0,3,12,150
punishment_1.0,3,13,23
punishment_1.0,3,14,150
punishment_1.0,3,15,150
punishment_1.0,3,16,114
punishment_1.0,3,17,150
punishment_1.0,3,18,146
punishment_1.0,3,19,150
punishment_1.0,3,20,150
punishment_1.0,3,21,59
punishment_1.0,3,22,75
punishment_1.0,3,23,100
punishment_1.0,3,24,30
punishment_1.0,3,25,150
punishment_1.0,3,26,84
punishment_1.0,3,27,49
punishment_1.0,3,28,128
punishment_1.0,3,29,150
punishment_1.0,3,30,150
punishment_1.0,3,31,150
punishment_1.0,3,32,150
punishment_1.0,3,33,62
punishment_1.0,3,34,150
punishment_1.0,3,35,150
punishment_1.0,3,36,40
punishment_1.0,3,37,23
punishment_1.0,3,38,150
punishment_1.0,3,39,150
punishment_1.0,3,40,87
punishment_1.0,3,41,57
punishment_1.0,3,42,127
punishment_1.0,3,43,150
punishment_1.0,3,44,52
punishment_1.0,3,45,150
punishment_1.0,3,46,150
punishment_1.0,3,47,36
punishment_1.0,3,48,150
punishment_1.0,3,49,150
punishment_1.0,3,50,150
punishment_1.0,3,51,150
punishment_1.0,3,52,150
punishment_1.0,3,53,150
punishment_1.0,3,54,150
punishment_1.0,3,55,124
punishment_1.0,3,56,150
punishment_1.0,3,57,150
punishment_1.0,3,58,115
punishment_1.0,3,59,150
punishment_1.0,3,60,127
punishment_1.0,3,61,150
punishment_1.0,3,62,49
punishment_1.0,3,63,150
punishment_1.0,3,64,150
punishment_1.0,3,65,51
punishment_1.0,3,66,57
punishment_1.0,3,67,137
punishment_1.0,3,68,137
punishment_1.0,3,69,18
punishment_1.0,3,70,150
punishment_1.0,3,71,39
punishment_1.0,3,72,150
punishment_1.0,3,73,150
punishment_1.0,3,74,150
punishment_1.0,3,75,150
punishment_1.0,3,76,65
punishment_1.0,3,77,150
punishment_1.0,3,78,150
punishment_1.0,3,79,150
punishment_1.0,3,80,150
punishment_1.0,3,81,87
punishment_1.0,3,82,52
punishment_1.0,3,83,150
punishment_1.0,3,84,39
punishment_1.0,3,85,150
punishment_1.0,3,86,107
punishment_1.0,3,87,150
punishment_1.0,3,88,37
punishment_1.0,3,89,106
punishment_1.0,3,90,150
punishment_1.0,3,91,150
punishment_1.0,3,92,95
punishment_1.0,3,93,28
punishment_1.0,3,94,150
punishment_1.0,3,95,32
punishment_1.0,3,96,57
punishment_1.0,3,97,150
punishment_1.0,3,98,96
punishment_1.0,3,99,136
punishment_1.0,3,100,150
punishment_1.0,3,101,147
punishment_1.0,3,102,150
punishment_1.0,3,103,150
punishment_1.0,3,104,30
punishment_1.0,3,105,77
punishment_1.0,3,106,73
punishment_1.0,3,107,150
punishment_1.0,3,108,101
punishment_1.0,3,109,37
punishment_1.0,3,110,150
punishment_1.0,3,111,150
punishment_1.0,3,112,150
punishment_1.0,3,113,52
punishment_1.0,3,114,113
punishment_1.0,3,115,50
punishment_1.0,3,116,119
punishment_1.0,3,117,150
punishment_1.0,3,118,31
punishment_1.0,3,119,55
punishment_1.0,3,120,42
punishment_1.0,3,121,150
punishment_1.0,3,122,150
punishment_1.0,3,123,104
punishment_1.0,3,124,22
punishment_1.0,3,125,150
punishment_1.0,3,126,33
punishment_1.0,3,127,29
punishment_1.0,3,128,150
punishment_1.0,3,129,150
punishment_1.0,3,130,150
punishment_1.0,3,131,92
punishment_1.0,3,132,129
punishment_1.0,3,133,150
punishment_1.0,3,134,68
punishment_1.0,3,135,117
punishment_1.0,3,136,144
punishment_1.0,3,137,150
punishment_1.0,3,138,150
punishment_1.0,3,139,53
punishment_1.0,3,140,110
punishment_1.0,3,141,150
punishment_1.0,3,142,40
punishment_1.0,3,143,62
punishment_1.0,3,144,82
punishment_1.0,3,145,150
punishment_1.0,3,146,150
punishment_1.0,3,147,150
punishment_1.0,3,148,50
punishment_1.0,3,149,30
punishment_1.0,3,150,78
punishment_1.0,4,1,150
punishment_1.0,4,2,150
punishment_1.0,4,3,120
punishment_1.0,4,4,150
punishment_1.0,4,5,150
punishment_1.0,4,6,102
punishment_1.0,4,7,122
punishment_1.0,4,8,150
punishment_1.0,4,9,150
punishment_1.0,4,10,88
punishment_1.0,4,11,150
punishment_1.0,4,12,43
punishment_1.0,4,13,150
punishment_1.0,4,14,150
punishment_1.0,4,15,150
punishment_1.0,4,16,150
punishment_1.0,4,17,37
punishment_1.0,4,18,150
punishment_1.0,4,19,100
punishment_1.0,4,20,81
punishment_1.0,4,21,52
punishment_1.0,4,22,79
punishment_1.0,4,23,21
punishment_1.0,4,24,34
punishment_1.0,4,25,150
punishment_1.0,4,26,139
punishment_1.0,4,27,52
punishment_1.0,4,28,150
punishment_1.0,4,29,150
punishment_1.0,4,30,106
punishment_1.0,4,31,51
punishment_1.0,4,32,28
punishment_1.0,4,33,93
punishment_1.0,4,34,150
punishment_1.0,4,35,87
punishment_1.0,4,36,97
punishment_1.0,4,37,150
punishment_1.0,4,38,59
punishment_1.0,4,39,73
punishment_1.0,4,40,63
punishment_1.0,4,41,150
punishment_1.0,4,42,118
punishment_1.0,4,43,150
punishment_1.0,4,44,150
punishment_1.0,4,45,150
punishment_1.0,4,46,35
punishment_1.0,4,47,150
punishment_1.0,4,48,148
punishment_1.0,4,49,23
punishment_1.0,4,50,96
punishment_1.0,4,51,58
punishment_1.0,4,52,150
punishment_1.0,4,53,76
punishment_1.0,4,54,46
punishment_1.0,4,55,124
punishment_1.0,4,56,150
punishment_1.0,4,57,150
punishment_1.0,4,58,150
punishment_1.0,4,59,72
punishment_1.0,4,60,150
punishment_1.0,4,61,22
punishment_1.0,4,62,42
punishment_1.0,4,63,150
punishment_1.0,4,64,102
punishment_1.0,4,65,120
punishment_1.0,4,66,52
punishment_1.0,4,67,40
punishment_1.0,4,68,24
punishment_1.0,4,69,130
punishment_1.0,4,70,150
punishment_1.0,4,71,55
punishment_1.0,4,72,49
punishment_1.0,4,73,75
punishment_1.0,4,74,150
punishment_1.0,4,75,145
punishment_1.0,4,76,148
punishment_1.0,4,77,150
punishment_1.0,4,78,48
punishment_1.0,4,79,123
punishment_1.0,4,80,72
punishment_1.0,4,81,150
punishment_1.0,4,82,47
punishment_1.0,4,83,150
punishment_1.0,4,84,150
punishment_1.0,4,85,118
punishment_1.0,4,86,46
punishment_1.0,4,87,130
punishment_1.0,4,88,85
punishment_1.0,4,89,150
punishment_1.0,4,90,150
punishment_1.0,4,91,99
punishment_1.0,4,92,62
punishment_1.0,4,93,150
punishment_1.0,4,94,46
punishment_1.0,4,95,46
punishment_1.0,4,96,51
punishment_1.0,4,97,14
punishment_1.0,4,98,91
punishment_1.0,4,99,82
punishment_1.0,4,100,150
punishment_1.0,4,101,75
punishment_1.0,4,102,24
punishment_1.0,4,103,55
punishment_1.0,4,104,65
punishment_1.0,4,105,18
punishment_1.0,4,106,150
punishment_1.0,4,107,60
punishment_1.0,4,108,150
punishment_1.0,4,109,150
punishment_1.0,4,110,150
punishment_1.0,4,111,32
punishment_1.0,4,112,30
punishment_1.0,4,113,105
punishment_1.0,4,114,64
punishment_1.0,4,115,101
punishment_1.0,4,116,150
punishment_1.0,4,117,84
punishment_1.0,4,118,111
punishment_1.0,4,119,96
punishment_1.0,4,120,84
punishment_1.0,4,121,150
punishment_1.0,4,122,150
punishment_1.0,4,123,150
punishment_1.0,4,124,139
punishment_1.0,4,125,57
punishment_1.0,4,126,108
punishment_1.0,4,127,150
punishment_1.0,4,128,53
punishment_1.0,4,129,150
punishment_1.0,4,130,150
punishment_1.0,4,131,111
punishment_1.0,4,132,150
punishment_1.0,4,133,31
punishment_1.0,4,134,96
punishment_1.0,4,135,150
punishment_1.0,4,136,150
punishment_1.0,4,137,96
punishment_1.0,4,138,150
punishment_1.0,4,139,150
punishment_1.0,4,140,41
punishment_1.0,4,141,117
punishment_1.0,4,142,44
punishment_1.0,4,143,64
punishment_1.0,4,144,46
punishment_1.0,4,145,98
punishment_1.0,4,146,150
punishment_1.0,4,147,111
punishment_1.0,4,148,105
punishment_1.0,4,149,109
punishment_1.0,4,150,67
punishment_1.0,5,1,150
punishment_1.0,5,2,134
punishment_1.0,5,3,150
punishment_1.0,5,4,150
punishment_1.0,5,5,150
punishment_1.0,5,6,150
punishment_1.0,5,7,147
punishment_1.0,5,8,150
punishment_1.0,5,9,150
punishment_1.0,5,10,150
punishment_1.0,5,11,150
punishment_1.0,5,12,150
punishment_1.0,5,13,150
punishment_1.0,5,14,150
punishment_1.0,5,15,150
punishment_1.0,5,16,150
punishment_1.0,5,17,150
punishment_1.0,5,18,150
punishment_1.0,5,19,150
punishment_1.0,5,20,150
punishment_1.0,5,21,150
punishment_1.0,5,22,150
punishment_1.0,5,23,145
punishment_1.0,5,24,150
punishment_1.0,5,25,150
punishment_1.0,5,26,150
punishment_1.0,5,27,150
punishment_1.0,5,28,65
punishment_1.0,5,29,150
punishment_1.0,5,30,82
punishment_1.0,5,31,150
punishment_1.0,5,32,135
punishment_1.0,5,33,150
punishment_1.0,5,34,95
punishment_1.0,5,35,26
punishment_1.0,5,36,97
punishment_1.0,5,37,89
punishment_1.0,5,38,150
punishment_1.0,5,39,122
punishment_1.0,5,40,150
punishment_1.0,5,41,117
punishment_1.0,5,42,65
punishment_1.0,5,43,112
punishment_1.0,5,44,52
punishment_1.0,5,45,41
punishment_1.0,5,46,150
punishment_1.0,5,47,150
punishment_1.0,5,48,47
punishment_1.0,5,49,150
punishment_1.0,5,50,34
punishment_1.0,5,51,62
punishment_1.0,5,52,150
punishment_1.0,5,53,41
punishment_1.0,5,54,110
punishment_1.0,5,55,70
punishment_1.0,5,56,150
punishment_1.0,5,57,150
punishment_1.0,5,58,27
punishment_1.0,5,59,141
punishment_1.0,5,60,150
punishment_1.0,5,61,150
punishment_1.0,5,62,150
punishment_1.0,5,63,40
punishment_1.0,5,64,150
punishment_1.0,5,65,92
punishment_1.0,5,66,150
punishment_1.0,5,67,150
punishment_1.0,5,68,39
punishment_1.0,5,69,115
punishment_1.0,5,70,150
punishment_1.0,5,71,150
punishment_1.0,5,72,150
punishment_1.0,5,73,150
punishment_1.0,5,74,34
punishment_1.0,5,75,125
punishment_1.0,5,76,40
punishment_1.0,5,77,27
punishment_1.0,5,78,72
punishment_1.0,5,79,47
punishment_1.0,5,80,150
punishment_1.0,5,81,150
punishment_1.0,5,82,90
punishment_1.0,5,83,150
punishment_1.0,5,84,77
punishment_1.0,5,85,150
